LINKNO,subw_4,subw_5,subw_6,subw_7,Subw_8
57819,515,87,10,5,1
40795,277,87,10,5,1
49755,515,87,10,5,1
43035,143,54,19,5,1
47963,515,87,10,5,1
42811,515,87,10,5,1
43707,143,54,19,5,1
53787,606,62,22,5,1
48859,515,87,10,5,1
45275,515,87,10,5,1
46619,515,87,10,5,1
49531,369,114,19,5,1
48411,521,106,21,7,1
49979,143,54,19,5,1
50427,562,99,21,7,1
52219,369,114,19,5,1
51323,582,62,22,5,1
51099,171,62,22,5,1
51547,277,87,10,5,1
51995,464,102,22,5,1
51771,464,102,22,5,1
52667,277,87,10,5,1
52443,421,62,22,5,1
68124,606,62,22,5,1
67676,384,114,19,5,1
67452,606,62,22,5,1
67228,384,114,19,5,1
67004,143,54,19,5,1
66780,562,99,21,7,1
66556,397,106,21,7,1
66332,384,114,19,5,1
66108,617,106,21,7,1
65884,421,62,22,5,1
65660,143,54,19,5,1
65436,143,54,19,5,1
65212,518,99,21,7,1
64988,521,106,21,7,1
64764,421,62,22,5,1
64540,143,54,19,5,1
64316,397,106,21,7,1
64092,606,62,22,5,1
63868,562,99,21,7,1
63644,518,99,21,7,1
63420,518,99,21,7,1
63196,397,106,21,7,1
62972,384,114,19,5,1
62748,384,114,19,5,1
62524,521,106,21,7,1
62300,421,62,22,5,1
62076,464,102,22,5,1
61852,143,54,19,5,1
61628,143,54,19,5,1
61404,143,54,19,5,1
61180,518,99,21,7,1
60732,421,62,22,5,1
60508,617,106,21,7,1
60284,143,54,19,5,1
60060,606,62,22,5,1
59836,384,114,19,5,1
59612,521,106,21,7,1
59388,562,99,21,7,1
59164,163,62,22,5,1
58940,515,87,10,5,1
58716,384,114,19,5,1
58268,515,87,10,5,1
58044,617,106,21,7,1
57820,143,54,19,5,1
57596,521,106,21,7,1
57372,277,87,10,5,1
57148,562,99,21,7,1
56924,163,62,22,5,1
56700,562,99,21,7,1
56476,515,87,10,5,1
56252,582,62,22,5,1
56028,421,62,22,5,1
55804,464,102,22,5,1
55132,369,114,19,5,1
54460,369,114,19,5,1
54236,606,62,22,5,1
54012,143,54,19,5,1
53788,277,87,10,5,1
53564,464,102,22,5,1
53340,143,54,19,5,1
53116,163,62,22,5,1
52892,606,62,22,5,1
52668,617,106,21,7,1
52444,617,106,21,7,1
52220,143,54,19,5,1
51996,518,99,21,7,1
51772,518,99,21,7,1
51548,562,99,21,7,1
51100,369,114,19,5,1
50876,421,62,22,5,1
50652,521,106,21,7,1
50428,369,114,19,5,1
50204,515,87,10,5,1
49980,521,106,21,7,1
48860,395,62,22,5,1
48636,277,87,10,5,1
48412,384,114,19,5,1
47964,163,62,22,5,1
47740,171,62,22,5,1
47516,143,54,19,5,1
47292,562,99,21,7,1
47068,163,62,22,5,1
46844,395,62,22,5,1
46620,515,87,10,5,1
46396,384,114,19,5,1
46172,606,62,22,5,1
45948,606,62,22,5,1
45724,421,62,22,5,1
45500,277,87,10,5,1
45276,562,99,21,7,1
45052,421,62,22,5,1
44828,515,87,10,5,1
44604,395,62,22,5,1
44380,421,62,22,5,1
44156,384,114,19,5,1
43932,143,54,19,5,1
43708,163,62,22,5,1
43484,397,106,21,7,1
43260,606,62,22,5,1
43036,606,62,22,5,1
42588,143,54,19,5,1
42364,143,54,19,5,1
42140,521,106,21,7,1
41692,562,99,21,7,1
41244,521,106,21,7,1
41020,521,106,21,7,1
40796,171,62,22,5,1
40572,421,62,22,5,1
40348,163,62,22,5,1
40124,143,54,19,5,1
39900,143,54,19,5,1
39676,143,54,19,5,1
39452,143,54,19,5,1
39228,369,114,19,5,1
39004,171,62,22,5,1
38780,143,54,19,5,1
38556,518,99,21,7,1
38108,143,54,19,5,1
37660,163,62,22,5,1
37436,521,106,21,7,1
37212,143,54,19,5,1
36988,395,62,22,5,1
36764,421,62,22,5,1
36540,384,114,19,5,1
36316,277,87,10,5,1
36092,163,62,22,5,1
35868,464,102,22,5,1
35644,521,106,21,7,1
35420,521,106,21,7,1
35196,521,106,21,7,1
34972,617,106,21,7,1
34748,277,87,10,5,1
34524,143,54,19,5,1
34300,369,114,19,5,1
34076,143,54,19,5,1
33852,171,62,22,5,1
33628,163,62,22,5,1
33180,421,62,22,5,1
32956,515,87,10,5,1
32732,369,114,19,5,1
32508,143,54,19,5,1
32284,143,54,19,5,1
32060,606,62,22,5,1
31836,617,106,21,7,1
31388,384,114,19,5,1
31164,369,114,19,5,1
30940,143,54,19,5,1
30716,518,99,21,7,1
30492,163,62,22,5,1
30268,515,87,10,5,1
30044,562,99,21,7,1
29820,518,99,21,7,1
29596,606,62,22,5,1
29372,163,62,22,5,1
29148,464,102,22,5,1
28924,521,106,21,7,1
28700,397,106,21,7,1
28476,143,54,19,5,1
28252,521,106,21,7,1
28028,562,99,21,7,1
27804,384,114,19,5,1
27580,163,62,22,5,1
27356,397,106,21,7,1
27132,384,114,19,5,1
26908,143,54,19,5,1
26684,421,62,22,5,1
26460,277,87,10,5,1
26236,143,54,19,5,1
26012,606,62,22,5,1
25788,163,62,22,5,1
25564,421,62,22,5,1
25340,421,62,22,5,1
25116,384,114,19,5,1
24892,143,54,19,5,1
24668,143,54,19,5,1
24444,521,106,21,7,1
24220,421,62,22,5,1
23996,143,54,19,5,1
23772,521,106,21,7,1
23548,421,62,22,5,1
23324,515,87,10,5,1
23100,384,114,19,5,1
22876,518,99,21,7,1
22652,617,106,21,7,1
22428,163,62,22,5,1
22204,421,62,22,5,1
21980,369,114,19,5,1
21756,395,62,22,5,1
21532,369,114,19,5,1
21308,369,114,19,5,1
21084,606,62,22,5,1
20860,421,62,22,5,1
20636,421,62,22,5,1
20412,521,106,21,7,1
20188,369,114,19,5,1
19964,143,54,19,5,1
19740,464,102,22,5,1
19516,464,102,22,5,1
19292,464,102,22,5,1
19068,617,106,21,7,1
18844,562,99,21,7,1
18620,515,87,10,5,1
18396,369,114,19,5,1
18172,143,54,19,5,1
17948,464,102,22,5,1
17724,143,54,19,5,1
17500,421,62,22,5,1
17276,277,87,10,5,1
17052,421,62,22,5,1
16828,421,62,22,5,1
16604,384,114,19,5,1
16380,606,62,22,5,1
16156,562,99,21,7,1
15932,515,87,10,5,1
15708,369,114,19,5,1
15484,606,62,22,5,1
15260,163,62,22,5,1
15036,606,62,22,5,1
14812,143,54,19,5,1
14588,582,62,22,5,1
14364,562,99,21,7,1
14140,464,102,22,5,1
13916,521,106,21,7,1
13692,369,114,19,5,1
13468,163,62,22,5,1
13244,518,99,21,7,1
13020,143,54,19,5,1
12796,277,87,10,5,1
12572,384,114,19,5,1
12348,191,62,22,5,1
12124,617,106,21,7,1
11900,464,102,22,5,1
11676,617,106,21,7,1
11452,421,62,22,5,1
11228,606,62,22,5,1
10780,150,54,19,5,1
10556,617,106,21,7,1
10332,515,87,10,5,1
10108,369,114,19,5,1
9884,421,62,22,5,1
9660,606,62,22,5,1
9436,163,62,22,5,1
9212,562,99,21,7,1
8988,369,114,19,5,1
8540,583,102,22,5,1
8316,515,87,10,5,1
8092,515,87,10,5,1
7868,582,62,22,5,1
7644,397,106,21,7,1
7196,486,54,19,5,1
6972,369,114,19,5,1
6748,518,99,21,7,1
6524,562,99,21,7,1
6300,143,54,19,5,1
6076,369,114,19,5,1
5852,617,106,21,7,1
5628,384,114,19,5,1
5404,369,114,19,5,1
5180,521,106,21,7,1
4956,518,99,21,7,1
4508,143,54,19,5,1
4284,277,87,10,5,1
3388,384,114,19,5,1
3164,143,54,19,5,1
2940,515,87,10,5,1
2716,171,62,22,5,1
2492,191,62,22,5,1
2268,150,54,19,5,1
2044,606,62,22,5,1
1820,143,54,19,5,1
1596,369,114,19,5,1
1372,606,62,22,5,1
924,583,102,22,5,1
700,515,87,10,5,1
476,143,54,19,5,1
28,171,62,22,5,1
113821,143,54,19,5,1
113597,143,54,19,5,1
113373,143,54,19,5,1
113149,143,54,19,5,1
106428,143,54,19,5,1
112701,369,114,19,5,1
112477,369,114,19,5,1
112253,369,114,19,5,1
112029,369,114,19,5,1
111805,369,114,19,5,1
111581,369,114,19,5,1
111357,369,114,19,5,1
111133,369,114,19,5,1
105308,369,114,19,5,1
110685,157,62,22,5,1
110461,157,62,22,5,1
110237,157,62,22,5,1
110013,163,62,22,5,1
109789,163,62,22,5,1
109565,163,62,22,5,1
109341,163,62,22,5,1
109117,163,62,22,5,1
108893,163,62,22,5,1
103740,163,62,22,5,1
108445,277,87,10,5,1
108221,277,87,10,5,1
107997,277,87,10,5,1
107773,277,87,10,5,1
107325,279,106,21,7,1
107101,277,87,10,5,1
106653,395,62,22,5,1
106429,279,106,21,7,1
106205,277,87,10,5,1
105981,279,106,21,7,1
105757,277,87,10,5,1
105533,395,62,22,5,1
105309,395,62,22,5,1
105085,395,62,22,5,1
104861,277,87,10,5,1
104637,279,106,21,7,1
104413,498,87,10,5,1
104189,279,106,21,7,1
103294,395,62,22,5,1
100158,498,87,10,5,1
98588,279,106,21,7,1
103741,384,114,19,5,1
103517,384,114,19,5,1
100606,384,114,19,5,1
103069,421,62,22,5,1
102845,421,62,22,5,1
102621,421,62,22,5,1
102397,421,62,22,5,1
101949,143,54,19,5,1
101725,421,62,22,5,1
101501,515,87,10,5,1
101277,143,54,19,5,1
101053,421,62,22,5,1
100829,421,62,22,5,1
100605,421,62,22,5,1
100381,515,87,10,5,1
100157,143,54,19,5,1
99933,421,62,22,5,1
99709,143,54,19,5,1
99485,143,54,19,5,1
99037,518,99,21,7,1
93662,518,99,21,7,1
57149,421,62,22,5,1
93212,143,54,19,5,1
91420,515,87,10,5,1
1149,369,114,19,5,1
98589,384,114,19,5,1
98365,384,114,19,5,1
98141,384,114,19,5,1
97917,384,114,19,5,1
97693,384,114,19,5,1
97469,384,114,19,5,1
97245,384,114,19,5,1
97021,421,62,22,5,1
96797,421,62,22,5,1
96573,384,114,19,5,1
96349,421,62,22,5,1
96125,384,114,19,5,1
95901,421,62,22,5,1
90300,384,114,19,5,1
41468,421,62,22,5,1
95677,143,54,19,5,1
95453,143,54,19,5,1
95005,521,106,21,7,1
94781,143,54,19,5,1
94557,521,106,21,7,1
94333,518,99,21,7,1
94109,143,54,19,5,1
93661,277,87,10,5,1
93437,562,99,21,7,1
93213,562,99,21,7,1
92989,521,106,21,7,1
92765,518,99,21,7,1
92541,143,54,19,5,1
92093,277,87,10,5,1
91869,518,99,21,7,1
91645,521,106,21,7,1
91421,521,106,21,7,1
91197,143,54,19,5,1
90973,606,62,22,5,1
90749,562,99,21,7,1
90525,395,62,22,5,1
90301,395,62,22,5,1
90077,395,62,22,5,1
89853,143,54,19,5,1
89629,521,106,21,7,1
89405,562,99,21,7,1
89181,515,87,10,5,1
88733,521,106,21,7,1
88509,143,54,19,5,1
88061,395,62,22,5,1
87613,562,99,21,7,1
87389,518,99,21,7,1
85598,521,106,21,7,1
84030,518,99,21,7,1
77534,421,62,22,5,1
56253,384,114,19,5,1
87164,143,54,19,5,1
86044,515,87,10,5,1
84700,606,62,22,5,1
81116,521,106,21,7,1
84252,277,87,10,5,1
82684,562,99,21,7,1
79548,518,99,21,7,1
78204,395,62,22,5,1
77532,395,62,22,5,1
73500,562,99,21,7,1
71484,515,87,10,5,1
11453,521,106,21,7,1
8541,562,99,21,7,1
477,277,87,10,5,1
87165,395,62,22,5,1
86941,395,62,22,5,1
86717,279,106,21,7,1
86493,395,62,22,5,1
86045,279,106,21,7,1
85821,395,62,22,5,1
85597,163,62,22,5,1
85373,421,62,22,5,1
85149,421,62,22,5,1
84925,395,62,22,5,1
84701,277,87,10,5,1
84477,421,62,22,5,1
84253,163,62,22,5,1
84029,163,62,22,5,1
83581,163,62,22,5,1
83357,395,62,22,5,1
83133,279,106,21,7,1
82909,163,62,22,5,1
82685,395,62,22,5,1
82461,395,62,22,5,1
82237,279,106,21,7,1
82013,279,106,21,7,1
81789,421,62,22,5,1
81565,163,62,22,5,1
81341,277,87,10,5,1
81117,395,62,22,5,1
80893,395,62,22,5,1
80669,279,106,21,7,1
80221,421,62,22,5,1
79997,163,62,22,5,1
79773,279,106,21,7,1
79549,163,62,22,5,1
79325,157,62,22,5,1
79101,521,106,21,7,1
78877,421,62,22,5,1
78653,277,87,10,5,1
78429,369,114,19,5,1
78205,163,62,22,5,1
77981,279,106,21,7,1
77757,521,106,21,7,1
77533,521,106,21,7,1
77309,421,62,22,5,1
77085,395,62,22,5,1
76861,369,114,19,5,1
76637,521,106,21,7,1
76413,369,114,19,5,1
76189,395,62,22,5,1
702,279,106,21,7,1
61406,421,62,22,5,1
56702,277,87,10,5,1
59838,421,62,22,5,1
10782,421,62,22,5,1
14142,421,62,22,5,1
8318,395,62,22,5,1
60510,279,106,21,7,1
60286,163,62,22,5,1
12350,395,62,22,5,1
58718,163,62,22,5,1
9662,521,106,21,7,1
6750,395,62,22,5,1
8094,279,106,21,7,1
7198,163,62,22,5,1
6974,279,106,21,7,1
6302,395,62,22,5,1
2270,157,62,22,5,1
67900,143,54,19,5,1
60956,369,114,19,5,1
55580,521,106,21,7,1
54908,143,54,19,5,1
51324,521,106,21,7,1
31612,384,114,19,5,1
37884,279,106,21,7,1
33404,369,114,19,5,1
38332,277,87,10,5,1
48188,384,114,19,5,1
41916,369,114,19,5,1
42812,562,99,21,7,1
49532,518,99,21,7,1
49308,617,106,21,7,1
75741,279,106,21,7,1
75517,279,106,21,7,1
75293,521,106,21,7,1
74845,521,106,21,7,1
74621,498,87,10,5,1
74397,521,106,21,7,1
74173,562,99,21,7,1
73949,521,106,21,7,1
73501,157,62,22,5,1
73277,384,114,19,5,1
72829,279,106,21,7,1
72605,279,106,21,7,1
72381,277,87,10,5,1
71933,157,62,22,5,1
71485,279,106,21,7,1
71261,498,87,10,5,1
71037,163,62,22,5,1
70813,518,99,21,7,1
70589,395,62,22,5,1
70365,395,62,22,5,1
69917,369,114,19,5,1
69693,279,106,21,7,1
69469,279,106,21,7,1
69245,157,62,22,5,1
69021,157,62,22,5,1
68797,421,62,22,5,1
68573,384,114,19,5,1
68349,157,62,22,5,1
68125,498,87,10,5,1
67901,369,114,19,5,1
67677,421,62,22,5,1
67453,518,99,21,7,1
67229,143,54,19,5,1
67005,143,54,19,5,1
66557,163,62,22,5,1
66333,498,87,10,5,1
66109,562,99,21,7,1
65885,143,54,19,5,1
65661,369,114,19,5,1
65437,518,99,21,7,1
65213,395,62,22,5,1
64989,279,106,21,7,1
64765,515,87,10,5,1
64541,384,114,19,5,1
64317,369,114,19,5,1
64093,163,62,22,5,1
63645,421,62,22,5,1
63421,277,87,10,5,1
63197,421,62,22,5,1
62749,143,54,19,5,1
62525,421,62,22,5,1
62301,157,62,22,5,1
62077,498,87,10,5,1
61853,163,62,22,5,1
61629,163,62,22,5,1
61405,277,87,10,5,1
61181,521,106,21,7,1
60957,279,106,21,7,1
60733,369,114,19,5,1
60509,143,54,19,5,1
60285,421,62,22,5,1
60061,157,62,22,5,1
59837,163,62,22,5,1
59613,384,114,19,5,1
59389,384,114,19,5,1
59165,421,62,22,5,1
58717,562,99,21,7,1
58493,369,114,19,5,1
58269,157,62,22,5,1
58045,498,87,10,5,1
57821,143,54,19,5,1
57373,157,62,22,5,1
56925,163,62,22,5,1
56701,395,62,22,5,1
56477,521,106,21,7,1
56029,279,106,21,7,1
55357,518,99,21,7,1
55133,498,87,10,5,1
54685,384,114,19,5,1
54461,157,62,22,5,1
54237,384,114,19,5,1
54013,395,62,22,5,1
53789,279,106,21,7,1
53341,395,62,22,5,1
52669,277,87,10,5,1
52445,521,106,21,7,1
51997,421,62,22,5,1
51773,518,99,21,7,1
51549,518,99,21,7,1
51101,163,62,22,5,1
50877,143,54,19,5,1
50429,163,62,22,5,1
50205,277,87,10,5,1
49981,395,62,22,5,1
49757,157,62,22,5,1
49533,279,106,21,7,1
49085,157,62,22,5,1
48861,163,62,22,5,1
48637,521,106,21,7,1
48189,163,62,22,5,1
47965,421,62,22,5,1
47741,143,54,19,5,1
47517,421,62,22,5,1
47069,395,62,22,5,1
46845,384,114,19,5,1
46621,421,62,22,5,1
46397,498,87,10,5,1
46173,157,62,22,5,1
45949,384,114,19,5,1
45725,163,62,22,5,1
45501,384,114,19,5,1
45277,157,62,22,5,1
45053,421,62,22,5,1
44829,277,87,10,5,1
44605,157,62,22,5,1
44381,498,87,10,5,1
44157,518,99,21,7,1
43709,143,54,19,5,1
43485,395,62,22,5,1
43261,279,106,21,7,1
43037,498,87,10,5,1
42813,143,54,19,5,1
42589,369,114,19,5,1
42365,421,62,22,5,1
42141,277,87,10,5,1
41917,498,87,10,5,1
41693,395,62,22,5,1
41469,518,99,21,7,1
41245,143,54,19,5,1
41021,395,62,22,5,1
40797,277,87,10,5,1
40573,277,87,10,5,1
40125,384,114,19,5,1
39901,369,114,19,5,1
39677,395,62,22,5,1
39453,562,99,21,7,1
39229,518,99,21,7,1
39005,521,106,21,7,1
38781,163,62,22,5,1
38557,395,62,22,5,1
38333,521,106,21,7,1
38109,384,114,19,5,1
37885,384,114,19,5,1
37661,157,62,22,5,1
37437,279,106,21,7,1
37213,143,54,19,5,1
36989,157,62,22,5,1
36765,277,87,10,5,1
36541,369,114,19,5,1
36317,157,62,22,5,1
36093,157,62,22,5,1
35869,279,106,21,7,1
35645,279,106,21,7,1
35421,518,99,21,7,1
34973,369,114,19,5,1
34749,369,114,19,5,1
34525,163,62,22,5,1
34301,395,62,22,5,1
34077,421,62,22,5,1
33853,369,114,19,5,1
33629,498,87,10,5,1
33405,369,114,19,5,1
33181,157,62,22,5,1
32957,163,62,22,5,1
32733,395,62,22,5,1
32509,518,99,21,7,1
32285,384,114,19,5,1
32061,498,87,10,5,1
31837,395,62,22,5,1
31613,562,99,21,7,1
31389,498,87,10,5,1
31165,421,62,22,5,1
30941,279,106,21,7,1
30717,421,62,22,5,1
30493,521,106,21,7,1
30269,279,106,21,7,1
30045,279,106,21,7,1
29821,562,99,21,7,1
29597,521,106,21,7,1
29373,518,99,21,7,1
29149,163,62,22,5,1
28925,369,114,19,5,1
28701,163,62,22,5,1
28477,518,99,21,7,1
28253,562,99,21,7,1
28029,395,62,22,5,1
27805,421,62,22,5,1
27581,163,62,22,5,1
27357,421,62,22,5,1
27133,421,62,22,5,1
26909,157,62,22,5,1
26685,163,62,22,5,1
26461,521,106,21,7,1
26237,562,99,21,7,1
26013,515,87,10,5,1
25789,143,54,19,5,1
25565,163,62,22,5,1
25341,521,106,21,7,1
25117,498,87,10,5,1
24893,384,114,19,5,1
24669,421,62,22,5,1
24445,395,62,22,5,1
24221,277,87,10,5,1
23997,143,54,19,5,1
23773,369,114,19,5,1
23549,421,62,22,5,1
23325,277,87,10,5,1
23101,143,54,19,5,1
22877,421,62,22,5,1
22653,279,106,21,7,1
22429,279,106,21,7,1
22205,384,114,19,5,1
21981,163,62,22,5,1
21757,163,62,22,5,1
21533,421,62,22,5,1
21309,421,62,22,5,1
21085,279,106,21,7,1
20861,279,106,21,7,1
20637,279,106,21,7,1
20413,277,87,10,5,1
20189,384,114,19,5,1
19965,157,62,22,5,1
19741,157,62,22,5,1
19517,163,62,22,5,1
19069,384,114,19,5,1
18845,421,62,22,5,1
18621,143,54,19,5,1
18397,143,54,19,5,1
18173,395,62,22,5,1
17949,143,54,19,5,1
17725,384,114,19,5,1
17501,395,62,22,5,1
17277,369,114,19,5,1
17053,521,106,21,7,1
16829,515,87,10,5,1
16381,277,87,10,5,1
16157,395,62,22,5,1
15933,143,54,19,5,1
15709,395,62,22,5,1
15485,421,62,22,5,1
15261,279,106,21,7,1
15037,515,87,10,5,1
14589,143,54,19,5,1
14365,521,106,21,7,1
14141,277,87,10,5,1
13917,369,114,19,5,1
13693,515,87,10,5,1
13469,384,114,19,5,1
13245,143,54,19,5,1
13021,163,62,22,5,1
12797,562,99,21,7,1
12573,143,54,19,5,1
12349,163,62,22,5,1
12125,279,106,21,7,1
11901,277,87,10,5,1
11677,421,62,22,5,1
11229,515,87,10,5,1
11005,421,62,22,5,1
10781,143,54,19,5,1
10557,562,99,21,7,1
10109,421,62,22,5,1
9885,384,114,19,5,1
9661,421,62,22,5,1
9213,277,87,10,5,1
8765,163,62,22,5,1
7869,518,99,21,7,1
7645,606,62,22,5,1
7421,143,54,19,5,1
6973,562,99,21,7,1
6749,369,114,19,5,1
6525,515,87,10,5,1
6301,617,106,21,7,1
5853,369,114,19,5,1
5629,143,54,19,5,1
5181,369,114,19,5,1
4957,521,106,21,7,1
4733,143,54,19,5,1
4509,421,62,22,5,1
4285,521,106,21,7,1
4061,143,54,19,5,1
3837,521,106,21,7,1
3613,384,114,19,5,1
3389,143,54,19,5,1
2717,279,106,21,7,1
2493,384,114,19,5,1
2045,384,114,19,5,1
1821,395,62,22,5,1
1373,518,99,21,7,1
112702,143,54,19,5,1
112478,143,54,19,5,1
112254,143,54,19,5,1
112030,143,54,19,5,1
111806,143,54,19,5,1
111582,143,54,19,5,1
114045,143,54,19,5,1
111134,271,114,19,5,1
110910,271,114,19,5,1
110686,271,114,19,5,1
110462,271,114,19,5,1
110238,271,114,19,5,1
110014,271,114,19,5,1
109790,271,114,19,5,1
112925,369,114,19,5,1
109342,157,62,22,5,1
109118,157,62,22,5,1
108894,157,62,22,5,1
108670,157,62,22,5,1
108446,157,62,22,5,1
108222,157,62,22,5,1
107998,157,62,22,5,1
107774,157,62,22,5,1
107550,157,62,22,5,1
107326,157,62,22,5,1
107102,157,62,22,5,1
106878,157,62,22,5,1
110909,157,62,22,5,1
106430,277,87,10,5,1
105982,279,106,21,7,1
105758,277,87,10,5,1
105534,277,87,10,5,1
105310,279,106,21,7,1
105086,277,87,10,5,1
104862,279,106,21,7,1
104638,277,87,10,5,1
108669,277,87,10,5,1
107549,279,106,21,7,1
104414,384,114,19,5,1
104190,384,114,19,5,1
103966,384,114,19,5,1
103742,384,114,19,5,1
103518,384,114,19,5,1
103070,395,62,22,5,1
102846,384,114,19,5,1
102622,395,62,22,5,1
103965,384,114,19,5,1
478,395,62,22,5,1
102174,311,99,21,7,1
101950,311,99,21,7,1
101726,518,99,21,7,1
101502,518,99,21,7,1
101278,518,99,21,7,1
101054,518,99,21,7,1
100830,518,99,21,7,1
103519,552,99,21,7,1
102173,143,54,19,5,1
99261,518,99,21,7,1
100382,384,114,19,5,1
98813,384,114,19,5,1
90974,498,87,10,5,1
99934,384,114,19,5,1
99710,384,114,19,5,1
99486,384,114,19,5,1
99262,384,114,19,5,1
99038,384,114,19,5,1
98814,384,114,19,5,1
98590,384,114,19,5,1
98366,395,62,22,5,1
98142,395,62,22,5,1
97918,395,62,22,5,1
97694,384,114,19,5,1
97470,395,62,22,5,1
97246,395,62,22,5,1
97022,384,114,19,5,1
96798,384,114,19,5,1
96350,384,114,19,5,1
96126,395,62,22,5,1
95902,384,114,19,5,1
95678,395,62,22,5,1
95454,562,99,21,7,1
95230,384,114,19,5,1
95006,395,62,22,5,1
94782,384,114,19,5,1
94558,395,62,22,5,1
94334,395,62,22,5,1
94110,562,99,21,7,1
93886,384,114,19,5,1
93438,518,99,21,7,1
93214,384,114,19,5,1
92990,395,62,22,5,1
92766,395,62,22,5,1
92542,562,99,21,7,1
92318,384,114,19,5,1
92094,395,62,22,5,1
91870,384,114,19,5,1
91646,562,99,21,7,1
91422,384,114,19,5,1
91198,562,99,21,7,1
100159,395,62,22,5,1
96351,518,99,21,7,1
95455,395,62,22,5,1
99487,384,114,19,5,1
93885,562,99,21,7,1
88285,518,99,21,7,1
87837,384,114,19,5,1
90750,498,87,10,5,1
90526,498,87,10,5,1
90302,498,87,10,5,1
90078,498,87,10,5,1
89854,498,87,10,5,1
89630,498,87,10,5,1
89406,498,87,10,5,1
89182,498,87,10,5,1
88958,498,87,10,5,1
88734,498,87,10,5,1
88510,277,87,10,5,1
88286,562,99,21,7,1
88062,395,62,22,5,1
87838,498,87,10,5,1
87614,395,62,22,5,1
90527,498,87,10,5,1
83805,395,62,22,5,1
7646,277,87,10,5,1
1374,562,99,21,7,1
4286,498,87,10,5,1
87390,279,106,21,7,1
87166,279,106,21,7,1
86942,279,106,21,7,1
86718,279,106,21,7,1
86494,279,106,21,7,1
86270,395,62,22,5,1
86046,157,62,22,5,1
85822,279,106,21,7,1
85150,157,62,22,5,1
84926,384,114,19,5,1
84702,395,62,22,5,1
84478,279,106,21,7,1
83582,518,99,21,7,1
83358,157,62,22,5,1
82910,521,106,21,7,1
82686,395,62,22,5,1
82462,384,114,19,5,1
82238,157,62,22,5,1
82014,484,115,21,7,1
81790,384,114,19,5,1
81566,279,106,21,7,1
81342,384,114,19,5,1
81118,157,62,22,5,1
80894,395,62,22,5,1
80670,277,87,10,5,1
80446,157,62,22,5,1
80222,277,87,10,5,1
79998,395,62,22,5,1
79774,521,106,21,7,1
79550,518,99,21,7,1
79326,521,106,21,7,1
79102,157,62,22,5,1
78878,518,99,21,7,1
78430,518,99,21,7,1
77982,277,87,10,5,1
77758,279,106,21,7,1
77310,279,106,21,7,1
68799,279,106,21,7,1
72383,311,99,21,7,1
75295,395,62,22,5,1
68575,395,62,22,5,1
71711,395,62,22,5,1
9663,384,114,19,5,1
15487,395,62,22,5,1
7647,484,115,21,7,1
60959,384,114,19,5,1
1599,277,87,10,5,1
61183,518,99,21,7,1
11903,395,62,22,5,1
9215,157,62,22,5,1
2047,384,114,19,5,1
6527,395,62,22,5,1
3615,277,87,10,5,1
5855,395,62,22,5,1
2495,384,114,19,5,1
1375,395,62,22,5,1
75069,498,87,10,5,1
73053,277,87,10,5,1
71709,518,99,21,7,1
72157,157,62,22,5,1
73725,157,62,22,5,1
53117,521,106,21,7,1
52893,384,114,19,5,1
35197,157,62,22,5,1
66781,518,99,21,7,1
40349,498,87,10,5,1
43933,518,99,21,7,1
48413,498,87,10,5,1
51325,157,62,22,5,1
49309,279,106,21,7,1
47293,521,106,21,7,1
50653,157,62,22,5,1
52221,271,114,19,5,1
53565,271,114,19,5,1
54909,279,106,21,7,1
57597,421,62,22,5,1
55805,384,114,19,5,1
55581,395,62,22,5,1
77086,157,62,22,5,1
76862,395,62,22,5,1
76638,395,62,22,5,1
76190,484,115,21,7,1
75966,277,87,10,5,1
75742,395,62,22,5,1
75518,157,62,22,5,1
75294,273,115,21,7,1
75070,157,62,22,5,1
74846,157,62,22,5,1
74622,273,115,21,7,1
74398,484,115,21,7,1
74174,484,115,21,7,1
73726,279,106,21,7,1
73502,157,62,22,5,1
73278,484,115,21,7,1
73054,277,87,10,5,1
72606,498,87,10,5,1
72382,484,115,21,7,1
71934,157,62,22,5,1
71710,271,114,19,5,1
71486,521,106,21,7,1
71262,311,99,21,7,1
71038,498,87,10,5,1
70590,395,62,22,5,1
70366,311,99,21,7,1
70142,279,106,21,7,1
69918,395,62,22,5,1
69470,157,62,22,5,1
69246,518,99,21,7,1
69022,279,106,21,7,1
68798,421,62,22,5,1
68574,311,99,21,7,1
68350,518,99,21,7,1
68126,484,115,21,7,1
67902,484,115,21,7,1
67678,498,87,10,5,1
67454,279,106,21,7,1
67230,279,106,21,7,1
67006,143,54,19,5,1
66782,421,62,22,5,1
66334,277,87,10,5,1
66110,565,106,21,7,1
65886,421,62,22,5,1
65662,143,54,19,5,1
65438,498,87,10,5,1
65214,395,62,22,5,1
64990,518,99,21,7,1
64766,498,87,10,5,1
64542,521,106,21,7,1
64318,157,62,22,5,1
64094,498,87,10,5,1
63646,311,99,21,7,1
63422,498,87,10,5,1
63198,395,62,22,5,1
62974,279,106,21,7,1
62750,518,99,21,7,1
62526,521,106,21,7,1
62302,384,114,19,5,1
61854,384,114,19,5,1
61630,138,53,19,5,1
61182,143,54,19,5,1
60958,395,62,22,5,1
60734,271,114,19,5,1
60062,157,62,22,5,1
59614,498,87,10,5,1
59390,271,114,19,5,1
59166,484,115,21,7,1
58494,395,62,22,5,1
58270,492,59,18,5,1
