LINKNO,subw_4,subw_5,subw_6,subw_7,Subw_8
22019,357,113,11,4,1
21123,59,24,9,4,1
20899,328,26,10,5,1
19555,126,50,18,5,1
19331,328,26,10,5,1
19107,474,63,7,4,1
18211,211,63,7,4,1
17763,211,63,7,4,1
17539,474,63,7,4,1
16867,357,113,11,4,1
16643,126,50,18,5,1
16419,357,113,11,4,1
16195,243,79,11,4,1
15299,240,19,7,4,1
14627,572,26,10,5,1
13955,572,26,10,5,1
13731,474,63,7,4,1
13507,372,117,9,4,1
13283,243,79,11,4,1
12387,371,79,11,4,1
10819,357,113,11,4,1
10371,572,26,10,5,1
10147,372,117,9,4,1
9699,243,79,11,4,1
9475,372,117,9,4,1
8803,372,117,9,4,1
8579,324,100,8,5,1
7683,126,50,18,5,1
7459,328,26,10,5,1
7235,59,24,9,4,1
7011,575,113,11,4,1
6339,59,24,9,4,1
5667,243,79,11,4,1
4771,474,63,7,4,1
4547,474,63,7,4,1
4323,372,117,9,4,1
4099,243,79,11,4,1
3875,357,113,11,4,1
3427,240,19,7,4,1
3203,453,24,9,4,1
2531,324,100,8,5,1
2307,243,79,11,4,1
1187,211,63,7,4,1
515,572,26,10,5,1
231012,63,26,10,5,1
230788,63,26,10,5,1
230564,64,26,10,5,1
230340,64,26,10,5,1
230116,64,26,10,5,1
225411,64,26,10,5,1
229668,59,24,9,4,1
229444,59,24,9,4,1
229220,59,24,9,4,1
228996,59,24,9,4,1
223843,59,24,9,4,1
228548,126,50,18,5,1
228324,126,50,18,5,1
228100,126,50,18,5,1
227652,126,50,18,5,1
222499,60,24,9,4,1
222947,126,50,18,5,1
223620,194,63,7,4,1
223396,194,63,7,4,1
223172,194,63,7,4,1
222948,194,63,7,4,1
218467,194,63,7,4,1
219588,243,79,11,4,1
219364,243,79,11,4,1
219140,243,79,11,4,1
218916,243,79,11,4,1
218692,243,79,11,4,1
218468,243,79,11,4,1
218244,243,79,11,4,1
211299,243,79,11,4,1
217124,357,113,11,4,1
217572,328,26,10,5,1
217348,328,26,10,5,1
210853,575,113,11,4,1
211075,328,26,10,5,1
208611,126,50,18,5,1
210629,240,19,7,4,1
215780,357,113,11,4,1
216452,575,113,11,4,1
216228,575,113,11,4,1
216004,575,113,11,4,1
207715,575,113,11,4,1
215556,357,113,11,4,1
215332,357,113,11,4,1
214884,240,19,7,4,1
214660,357,113,11,4,1
214436,357,113,11,4,1
214212,240,19,7,4,1
213988,64,26,10,5,1
213764,240,19,7,4,1
213540,357,113,11,4,1
212868,240,19,7,4,1
212420,240,19,7,4,1
211972,64,26,10,5,1
198755,357,113,11,4,1
199875,240,19,7,4,1
192035,64,26,10,5,1
211300,324,100,8,5,1
211076,324,100,8,5,1
209732,324,100,8,5,1
209284,324,100,8,5,1
208836,324,100,8,5,1
208164,357,113,11,4,1
207268,357,113,11,4,1
206820,357,113,11,4,1
205924,324,100,8,5,1
189571,357,113,11,4,1
187779,324,100,8,5,1
204580,126,50,18,5,1
204132,126,50,18,5,1
203460,501,63,7,4,1
203012,126,50,18,5,1
202340,501,63,7,4,1
202116,467,90,26,4,1
201892,467,90,26,4,1
201444,59,24,9,4,1
201220,126,50,18,5,1
200772,126,50,18,5,1
200548,467,90,26,4,1
200324,126,50,18,5,1
200100,59,24,9,4,1
199876,126,50,18,5,1
199652,501,63,7,4,1
199204,501,63,7,4,1
198980,467,90,26,4,1
198308,467,90,26,4,1
197860,64,26,10,5,1
197188,64,26,10,5,1
196740,59,24,9,4,1
196292,474,63,7,4,1
196068,59,24,9,4,1
195844,474,63,7,4,1
155076,243,79,11,4,1
193381,474,63,7,4,1
180387,501,63,7,4,1
174787,59,24,9,4,1
174563,126,50,18,5,1
100867,328,26,10,5,1
132003,467,90,26,4,1
114755,64,26,10,5,1
108035,357,113,11,4,1
76003,575,113,11,4,1
193604,474,63,7,4,1
192708,474,63,7,4,1
191140,474,63,7,4,1
190692,243,79,11,4,1
190468,474,63,7,4,1
190244,194,63,7,4,1
190020,474,63,7,4,1
189796,194,63,7,4,1
189124,194,63,7,4,1
188676,126,50,18,5,1
188452,194,63,7,4,1
188228,474,63,7,4,1
188004,194,63,7,4,1
187780,474,63,7,4,1
186660,243,79,11,4,1
186436,126,50,18,5,1
186212,243,79,11,4,1
185988,501,63,7,4,1
184644,474,63,7,4,1
184420,194,63,7,4,1
155749,240,19,7,4,1
151940,59,24,9,4,1
173443,474,63,7,4,1
170083,194,63,7,4,1
171203,501,63,7,4,1
148354,474,63,7,4,1
170979,243,79,11,4,1
4324,59,24,9,4,1
16420,243,79,11,4,1
152163,126,50,18,5,1
182404,338,24,9,4,1
181732,338,24,9,4,1
181508,338,24,9,4,1
181284,338,24,9,4,1
181060,59,24,9,4,1
180612,59,24,9,4,1
180388,338,24,9,4,1
180164,59,24,9,4,1
179268,243,79,11,4,1
179044,357,113,11,4,1
178820,338,24,9,4,1
178372,575,113,11,4,1
178148,59,24,9,4,1
177476,63,26,10,5,1
177252,243,79,11,4,1
176580,324,100,8,5,1
176356,240,19,7,4,1
176132,575,113,11,4,1
175908,243,79,11,4,1
175684,324,100,8,5,1
175460,59,24,9,4,1
175236,357,113,11,4,1
174340,63,26,10,5,1
173892,575,113,11,4,1
173668,243,79,11,4,1
172996,338,24,9,4,1
172772,243,79,11,4,1
172548,501,63,7,4,1
171876,371,79,11,4,1
171652,324,100,8,5,1
171204,243,79,11,4,1
170756,338,24,9,4,1
170084,243,79,11,4,1
169860,243,79,11,4,1
169636,474,63,7,4,1
169412,240,19,7,4,1
169188,371,79,11,4,1
168964,404,78,11,4,1
168516,243,79,11,4,1
168292,59,24,9,4,1
168068,243,79,11,4,1
167844,243,79,11,4,1
167620,126,50,18,5,1
167396,371,79,11,4,1
166724,324,100,8,5,1
166276,371,79,11,4,1
165828,501,63,7,4,1
165604,357,113,11,4,1
164484,126,50,18,5,1
164260,63,26,10,5,1
164036,474,63,7,4,1
163812,243,79,11,4,1
163588,324,100,8,5,1
163364,240,19,7,4,1
163140,243,79,11,4,1
162692,243,79,11,4,1
162468,404,78,11,4,1
162244,63,26,10,5,1
161348,243,79,11,4,1
160900,240,19,7,4,1
160676,575,113,11,4,1
159780,338,24,9,4,1
158884,501,63,7,4,1
157988,63,26,10,5,1
157764,243,79,11,4,1
155524,357,113,11,4,1
154852,63,26,10,5,1
154404,324,100,8,5,1
153284,338,24,9,4,1
142757,240,19,7,4,1
7909,243,79,11,4,1
30085,126,50,18,5,1
6117,338,24,9,4,1
12165,63,26,10,5,1
15301,126,50,18,5,1
24261,371,79,11,4,1
9477,474,63,7,4,1
3205,243,79,11,4,1
154181,338,24,9,4,1
151043,243,79,11,4,1
150371,59,24,9,4,1
144323,324,100,8,5,1
140739,324,100,8,5,1
146115,240,19,7,4,1
147683,63,26,10,5,1
137827,404,78,11,4,1
124163,240,19,7,4,1
140963,575,113,11,4,1
71523,126,50,18,5,1
67939,59,24,9,4,1
134019,501,63,7,4,1
115875,324,100,8,5,1
81603,240,19,7,4,1
97955,64,26,10,5,1
131779,243,79,11,4,1
110723,194,63,7,4,1
83171,357,113,11,4,1
91907,328,26,10,5,1
95043,243,79,11,4,1
96835,371,79,11,4,1
104899,474,63,7,4,1
102659,243,79,11,4,1
104003,243,79,11,4,1
103331,467,90,26,4,1
108931,243,79,11,4,1
107587,243,79,11,4,1
108707,64,26,10,5,1
108483,404,78,11,4,1
113635,211,63,7,4,1
109603,126,50,18,5,1
110499,59,24,9,4,1
112515,194,63,7,4,1
113411,243,79,11,4,1
114531,357,113,11,4,1
151492,59,24,9,4,1
151268,59,24,9,4,1
151044,338,24,9,4,1
150596,282,117,9,4,1
150148,338,24,9,4,1
149924,282,117,9,4,1
149476,59,24,9,4,1
148356,467,90,26,4,1
147908,282,117,9,4,1
147236,338,24,9,4,1
147012,243,79,11,4,1
146564,404,78,11,4,1
145892,59,24,9,4,1
144996,324,100,8,5,1
144772,467,90,26,4,1
144548,240,19,7,4,1
144100,240,19,7,4,1
143876,179,63,7,4,1
143204,467,90,26,4,1
142308,324,100,8,5,1
142084,282,117,9,4,1
140964,467,90,26,4,1
140740,240,19,7,4,1
140516,324,100,8,5,1
140068,243,79,11,4,1
139844,371,79,11,4,1
139620,240,19,7,4,1
138724,338,24,9,4,1
138276,282,117,9,4,1
138052,338,24,9,4,1
137604,282,117,9,4,1
137380,243,79,11,4,1
136932,282,117,9,4,1
136708,243,79,11,4,1
136484,243,79,11,4,1
136260,404,78,11,4,1
136036,324,100,8,5,1
135812,179,63,7,4,1
135588,240,19,7,4,1
135140,243,79,11,4,1
134244,240,19,7,4,1
134020,63,26,10,5,1
133796,404,78,11,4,1
133348,64,26,10,5,1
132004,575,113,11,4,1
131780,338,24,9,4,1
131556,371,79,11,4,1
131332,467,90,26,4,1
131108,240,19,7,4,1
130884,179,63,7,4,1
130660,324,100,8,5,1
130436,357,113,11,4,1
129764,240,19,7,4,1
129540,501,63,7,4,1
129316,324,100,8,5,1
128868,64,26,10,5,1
128644,338,24,9,4,1
128196,240,19,7,4,1
127524,371,79,11,4,1
127300,371,79,11,4,1
127076,240,19,7,4,1
126628,240,19,7,4,1
126404,338,24,9,4,1
125508,63,26,10,5,1
125284,474,63,7,4,1
124836,64,26,10,5,1
124612,126,50,18,5,1
124164,64,26,10,5,1
123940,336,79,11,4,1
123716,63,26,10,5,1
123492,282,117,9,4,1
123268,357,113,11,4,1
123044,240,19,7,4,1
121700,282,117,9,4,1
121252,501,63,7,4,1
121028,338,24,9,4,1
120804,282,117,9,4,1
120356,59,24,9,4,1
120132,338,24,9,4,1
119908,240,19,7,4,1
119460,357,113,11,4,1
119012,404,78,11,4,1
118340,179,63,7,4,1
117892,240,19,7,4,1
117668,282,117,9,4,1
117220,240,19,7,4,1
116996,240,19,7,4,1
116324,467,90,26,4,1
116100,64,26,10,5,1
115428,336,79,11,4,1
115204,501,63,7,4,1
114756,64,26,10,5,1
114532,404,78,11,4,1
114308,324,100,8,5,1
113860,404,78,11,4,1
112292,324,100,8,5,1
109380,243,79,11,4,1
107812,338,24,9,4,1
107588,338,24,9,4,1
106244,324,100,8,5,1
105796,63,26,10,5,1
104900,575,113,11,4,1
104228,324,100,8,5,1
104004,240,19,7,4,1
103780,240,19,7,4,1
103556,59,24,9,4,1
102660,474,63,7,4,1
102436,371,79,11,4,1
100196,240,19,7,4,1
99300,338,24,9,4,1
99076,243,79,11,4,1
98404,324,100,8,5,1
98180,243,79,11,4,1
97956,338,24,9,4,1
96612,179,63,7,4,1
96388,474,63,7,4,1
95716,126,50,18,5,1
95492,501,63,7,4,1
95044,575,113,11,4,1
94820,336,79,11,4,1
94372,467,90,26,4,1
93924,59,24,9,4,1
93476,338,24,9,4,1
93252,338,24,9,4,1
92356,63,26,10,5,1
92132,240,19,7,4,1
91908,179,63,7,4,1
91684,59,24,9,4,1
91460,467,90,26,4,1
91012,63,26,10,5,1
90788,404,78,11,4,1
90116,126,50,18,5,1
89892,338,24,9,4,1
89668,338,24,9,4,1
89220,59,24,9,4,1
88772,575,113,11,4,1
87876,194,63,7,4,1
87428,240,19,7,4,1
86756,324,100,8,5,1
86308,324,100,8,5,1
86084,404,78,11,4,1
85636,243,79,11,4,1
85412,371,79,11,4,1
84964,614,26,10,5,1
84740,501,63,7,4,1
84516,357,113,11,4,1
84292,243,79,11,4,1
83844,338,24,9,4,1
83620,64,26,10,5,1
83396,357,113,11,4,1
82948,324,100,8,5,1
82276,467,90,26,4,1
82052,336,79,11,4,1
81604,474,63,7,4,1
81156,240,19,7,4,1
80932,338,24,9,4,1
80708,338,24,9,4,1
79812,467,90,26,4,1
79140,63,26,10,5,1
78916,194,63,7,4,1
78692,338,24,9,4,1
78468,357,113,11,4,1
78244,501,63,7,4,1
77348,126,50,18,5,1
77124,338,24,9,4,1
76228,282,117,9,4,1
76004,467,90,26,4,1
75780,371,79,11,4,1
75556,404,78,11,4,1
75332,614,26,10,5,1
74884,575,113,11,4,1
74660,243,79,11,4,1
74436,59,24,9,4,1
74212,282,117,9,4,1
73988,243,79,11,4,1
73764,404,78,11,4,1
73540,240,19,7,4,1
73316,404,78,11,4,1
72644,357,113,11,4,1
72420,243,79,11,4,1
72196,243,79,11,4,1
71524,126,50,18,5,1
71300,338,24,9,4,1
70404,243,79,11,4,1
70180,474,63,7,4,1
69956,501,63,7,4,1
69508,64,26,10,5,1
69060,59,24,9,4,1
68836,357,113,11,4,1
68612,357,113,11,4,1
68164,240,19,7,4,1
67716,240,19,7,4,1
67492,126,50,18,5,1
67268,194,63,7,4,1
67044,338,24,9,4,1
66596,467,90,26,4,1
66372,357,113,11,4,1
66148,336,79,11,4,1
65252,126,50,18,5,1
65028,240,19,7,4,1
64804,338,24,9,4,1
64356,324,100,8,5,1
63908,63,26,10,5,1
63460,240,19,7,4,1
63236,324,100,8,5,1
63012,282,117,9,4,1
62564,336,79,11,4,1
62340,194,63,7,4,1
62116,59,24,9,4,1
61444,357,113,11,4,1
61220,243,79,11,4,1
60772,501,63,7,4,1
60548,338,24,9,4,1
59876,243,79,11,4,1
59652,243,79,11,4,1
59204,282,117,9,4,1
58756,64,26,10,5,1
58532,357,113,11,4,1
57860,240,19,7,4,1
57636,371,79,11,4,1
57188,474,63,7,4,1
56964,338,24,9,4,1
56292,63,26,10,5,1
56068,64,26,10,5,1
55844,357,113,11,4,1
55620,404,78,11,4,1
54500,243,79,11,4,1
53828,240,19,7,4,1
53604,59,24,9,4,1
53380,467,90,26,4,1
53156,243,79,11,4,1
52260,338,24,9,4,1
52036,243,79,11,4,1
51588,324,100,8,5,1
51364,338,24,9,4,1
51140,243,79,11,4,1
50916,240,19,7,4,1
50692,240,19,7,4,1
50468,338,24,9,4,1
50244,467,90,26,4,1
49348,64,26,10,5,1
49124,501,63,7,4,1
48900,474,63,7,4,1
48452,194,63,7,4,1
48228,243,79,11,4,1
47780,324,100,8,5,1
47556,474,63,7,4,1
47332,575,113,11,4,1
47108,243,79,11,4,1
46436,64,26,10,5,1
46212,194,63,7,4,1
45540,240,19,7,4,1
45316,501,63,7,4,1
45092,282,117,9,4,1
44868,126,50,18,5,1
44420,59,24,9,4,1
43972,324,100,8,5,1
43748,64,26,10,5,1
43524,467,90,26,4,1
42180,126,50,18,5,1
41508,59,24,9,4,1
41284,357,113,11,4,1
41060,243,79,11,4,1
40388,59,24,9,4,1
40164,324,100,8,5,1
39940,467,90,26,4,1
39268,282,117,9,4,1
39044,59,24,9,4,1
38820,240,19,7,4,1
38596,240,19,7,4,1
38372,282,117,9,4,1
38148,243,79,11,4,1
37924,324,100,8,5,1
37476,474,63,7,4,1
37252,59,24,9,4,1
37028,194,63,7,4,1
36804,324,100,8,5,1
36580,240,19,7,4,1
35908,338,24,9,4,1
35460,243,79,11,4,1
35236,59,24,9,4,1
34564,243,79,11,4,1
34116,211,63,7,4,1
33668,501,63,7,4,1
33444,179,63,7,4,1
33220,59,24,9,4,1
32996,575,113,11,4,1
30980,126,50,18,5,1
30756,338,24,9,4,1
30532,243,79,11,4,1
30084,371,79,11,4,1
29636,324,100,8,5,1
29412,63,26,10,5,1
29188,64,26,10,5,1
28740,501,63,7,4,1
28516,338,24,9,4,1
27396,282,117,9,4,1
26724,63,26,10,5,1
26276,372,117,9,4,1
26052,194,63,7,4,1
25828,474,63,7,4,1
25604,243,79,11,4,1
24932,240,19,7,4,1
24708,179,63,7,4,1
24036,338,24,9,4,1
23812,240,19,7,4,1
23364,59,24,9,4,1
22916,282,117,9,4,1
22468,64,26,10,5,1
21796,179,63,7,4,1
21572,282,117,9,4,1
21348,243,79,11,4,1
20900,240,19,7,4,1
20676,64,26,10,5,1
20452,404,78,11,4,1
20228,59,24,9,4,1
19332,372,117,9,4,1
19108,282,117,9,4,1
18884,372,117,9,4,1
18660,338,24,9,4,1
17764,324,100,8,5,1
17540,64,26,10,5,1
17316,467,90,26,4,1
17092,243,79,11,4,1
16868,404,78,11,4,1
16644,63,26,10,5,1
15972,404,78,11,4,1
15300,501,63,7,4,1
14852,324,100,8,5,1
14628,240,19,7,4,1
14404,357,113,11,4,1
14180,357,113,11,4,1
13956,404,78,11,4,1
13284,240,19,7,4,1
12836,501,63,7,4,1
12612,179,63,7,4,1
12388,474,63,7,4,1
11716,60,24,9,4,1
11268,575,113,11,4,1
11044,240,19,7,4,1
10596,575,113,11,4,1
10372,324,100,8,5,1
10148,282,117,9,4,1
9700,474,63,7,4,1
9476,59,24,9,4,1
9252,282,117,9,4,1
8804,240,19,7,4,1
8580,474,63,7,4,1
8356,357,113,11,4,1
8132,243,79,11,4,1
7460,371,79,11,4,1
6564,371,79,11,4,1
6116,372,117,9,4,1
5444,501,63,7,4,1
4548,240,19,7,4,1
4100,282,117,9,4,1
3652,371,79,11,4,1
2980,240,19,7,4,1
2756,467,90,26,4,1
1860,126,50,18,5,1
1412,467,90,26,4,1
292,282,117,9,4,1
229893,53,22,8,5,1
229669,53,22,8,5,1
229445,53,22,8,5,1
229221,62,26,10,5,1
228997,62,26,10,5,1
231236,63,26,10,5,1
228549,58,24,9,4,1
228325,58,24,9,4,1
228101,58,24,9,4,1
227877,58,24,9,4,1
227653,58,24,9,4,1
227429,58,24,9,4,1
227205,58,24,9,4,1
226981,58,24,9,4,1
226757,59,24,9,4,1
226533,59,24,9,4,1
226309,59,24,9,4,1
226085,59,24,9,4,1
225861,59,24,9,4,1
225637,59,24,9,4,1
225413,59,24,9,4,1
225189,59,24,9,4,1
224965,59,24,9,4,1
229892,59,24,9,4,1
224741,126,50,18,5,1
224517,126,50,18,5,1
224293,126,50,18,5,1
228772,126,50,18,5,1
220933,179,63,7,4,1
220709,194,63,7,4,1
220485,194,63,7,4,1
220261,194,63,7,4,1
223844,194,63,7,4,1
218021,243,79,11,4,1
217797,243,79,11,4,1
217573,243,79,11,4,1
217349,243,79,11,4,1
217125,243,79,11,4,1
216901,243,79,11,4,1
216677,243,79,11,4,1
216453,243,79,11,4,1
216229,243,79,11,4,1
219812,243,79,11,4,1
215781,270,113,11,4,1
215557,270,113,11,4,1
215333,270,113,11,4,1
215109,270,113,11,4,1
214885,270,113,11,4,1
214661,270,113,11,4,1
214437,270,113,11,4,1
214213,270,113,11,4,1
213989,357,113,11,4,1
218020,357,113,11,4,1
217796,575,113,11,4,1
213541,240,19,7,4,1
213317,240,19,7,4,1
213093,240,19,7,4,1
212869,240,19,7,4,1
212645,240,19,7,4,1
212421,240,19,7,4,1
212197,240,19,7,4,1
216900,240,19,7,4,1
211749,324,100,8,5,1
211525,324,100,8,5,1
211301,324,100,8,5,1
211077,324,100,8,5,1
216676,575,113,11,4,1
211524,324,100,8,5,1
210405,240,19,7,4,1
210181,240,19,7,4,1
215108,240,19,7,4,1
199654,338,24,9,4,1
207269,474,63,7,4,1
207045,467,90,26,4,1
206373,501,63,7,4,1
206149,474,63,7,4,1
205925,243,79,11,4,1
205701,243,79,11,4,1
205477,467,90,26,4,1
205029,474,63,7,4,1
204805,243,79,11,4,1
204581,467,90,26,4,1
204133,501,63,7,4,1
203909,474,63,7,4,1
203685,243,79,11,4,1
203013,467,90,26,4,1
202789,467,90,26,4,1
184197,333,100,8,5,1
184421,336,79,11,4,1
203684,501,63,7,4,1
202788,467,90,26,4,1
197636,474,63,7,4,1
197412,243,79,11,4,1
202117,338,24,9,4,1
201893,338,24,9,4,1
201669,338,24,9,4,1
201445,338,24,9,4,1
201221,338,24,9,4,1
200997,338,24,9,4,1
200773,338,24,9,4,1
200549,338,24,9,4,1
200325,338,24,9,4,1
200101,338,24,9,4,1
199877,338,24,9,4,1
199653,338,24,9,4,1
199429,338,24,9,4,1
199205,338,24,9,4,1
198981,338,24,9,4,1
198757,338,24,9,4,1
198533,338,24,9,4,1
198309,338,24,9,4,1
197861,338,24,9,4,1
197189,338,24,9,4,1
196517,338,24,9,4,1
196293,338,24,9,4,1
195845,338,24,9,4,1
195173,338,24,9,4,1
194725,338,24,9,4,1
193829,404,78,11,4,1
193605,338,24,9,4,1
183302,404,78,11,4,1
190470,338,24,9,4,1
185540,59,24,9,4,1
193157,474,63,7,4,1
192933,338,24,9,4,1
192709,474,63,7,4,1
192485,338,24,9,4,1
192261,474,63,7,4,1
191813,338,24,9,4,1
191589,474,63,7,4,1
190917,338,24,9,4,1
190469,240,19,7,4,1
190245,338,24,9,4,1
190021,474,63,7,4,1
189573,240,19,7,4,1
189349,240,19,7,4,1
189125,338,24,9,4,1
188677,336,79,11,4,1
188453,474,63,7,4,1
188229,240,19,7,4,1
187333,404,78,11,4,1
187109,474,63,7,4,1
186885,336,79,11,4,1
186661,404,78,11,4,1
186437,338,24,9,4,1
185317,240,19,7,4,1
185093,338,24,9,4,1
184869,240,19,7,4,1
184645,338,24,9,4,1
183973,404,78,11,4,1
183749,404,78,11,4,1
183525,338,24,9,4,1
165382,333,100,8,5,1
105797,338,24,9,4,1
138725,336,79,11,4,1
182852,338,24,9,4,1
174116,474,63,7,4,1
177028,240,19,7,4,1
173444,404,78,11,4,1
158660,240,19,7,4,1
7013,336,79,11,4,1
2757,240,19,7,4,1
183301,614,26,10,5,1
182629,614,26,10,5,1
182405,614,26,10,5,1
181509,614,26,10,5,1
181285,336,79,11,4,1
180837,336,79,11,4,1
180613,614,26,10,5,1
179493,53,22,8,5,1
179045,324,100,8,5,1
178821,338,24,9,4,1
178373,324,100,8,5,1
178149,614,26,10,5,1
177925,338,24,9,4,1
177701,336,79,11,4,1
177477,324,100,8,5,1
177253,404,78,11,4,1
177029,404,78,11,4,1
176805,53,22,8,5,1
175909,336,79,11,4,1
174789,501,63,7,4,1
174565,614,26,10,5,1
174341,336,79,11,4,1
174117,336,79,11,4,1
173669,336,79,11,4,1
173445,336,79,11,4,1
173221,324,100,8,5,1
172773,338,24,9,4,1
172101,336,79,11,4,1
171877,240,19,7,4,1
171653,53,22,8,5,1
170981,605,90,26,4,1
170757,474,63,7,4,1
170533,179,63,7,4,1
170085,605,90,26,4,1
169861,501,63,7,4,1
169637,614,26,10,5,1
169413,614,26,10,5,1
169189,53,22,8,5,1
168965,338,24,9,4,1
168741,338,24,9,4,1
168517,336,79,11,4,1
168293,605,90,26,4,1
167845,336,79,11,4,1
167621,605,90,26,4,1
167397,179,63,7,4,1
167173,270,113,11,4,1
166949,324,100,8,5,1
166725,240,19,7,4,1
166053,53,22,8,5,1
165605,179,63,7,4,1
165381,336,79,11,4,1
165157,53,22,8,5,1
164933,336,79,11,4,1
164709,336,79,11,4,1
164037,324,100,8,5,1
163813,614,26,10,5,1
163589,467,90,26,4,1
163141,474,63,7,4,1
162917,404,78,11,4,1
162693,404,78,11,4,1
162469,474,63,7,4,1
162245,338,24,9,4,1
162021,605,90,26,4,1
161797,614,26,10,5,1
161349,338,24,9,4,1
161125,404,78,11,4,1
160677,336,79,11,4,1
160229,467,90,26,4,1
159781,324,100,8,5,1
159557,336,79,11,4,1
159333,474,63,7,4,1
159109,474,63,7,4,1
158437,338,24,9,4,1
158213,53,22,8,5,1
157989,338,24,9,4,1
157541,605,90,26,4,1
157317,338,24,9,4,1
157093,336,79,11,4,1
156869,501,63,7,4,1
156645,614,26,10,5,1
156197,179,63,7,4,1
155973,614,26,10,5,1
155077,336,79,11,4,1
154629,467,90,26,4,1
146118,404,78,11,4,1
141190,58,24,9,4,1
137606,240,19,7,4,1
126182,614,26,10,5,1
123494,474,63,7,4,1
14854,474,63,7,4,1
17542,53,22,8,5,1
25382,53,22,8,5,1
21126,338,24,9,4,1
17990,53,22,8,5,1
18886,53,22,8,5,1
16870,53,22,8,5,1
117670,336,79,11,4,1
7910,338,24,9,4,1
6118,338,24,9,4,1
5222,614,26,10,5,1
4550,336,79,11,4,1
3654,338,24,9,4,1
2534,179,63,7,4,1
2982,53,22,8,5,1
2758,614,26,10,5,1
518,338,24,9,4,1
148804,467,90,26,4,1
146116,179,63,7,4,1
147684,324,100,8,5,1
143428,404,78,11,4,1
61668,336,79,11,4,1
141412,243,79,11,4,1
57412,404,78,11,4,1
132676,338,24,9,4,1
132900,338,24,9,4,1
134692,614,26,10,5,1
135364,336,79,11,4,1
129092,501,63,7,4,1
75108,338,24,9,4,1
122820,338,24,9,4,1
127972,404,78,11,4,1
86532,614,26,10,5,1
81380,336,79,11,4,1
80036,59,24,9,4,1
88996,338,24,9,4,1
120580,240,19,7,4,1
90340,474,63,7,4,1
94148,501,63,7,4,1
96164,338,24,9,4,1
100868,336,79,11,4,1
105124,270,113,11,4,1
95268,605,90,26,4,1
105572,240,19,7,4,1
98852,336,79,11,4,1
98628,240,19,7,4,1
101540,614,26,10,5,1
109604,467,90,26,4,1
100420,240,19,7,4,1
101988,336,79,11,4,1
105348,467,90,26,4,1
102884,59,24,9,4,1
109156,126,50,18,5,1
107140,474,63,7,4,1
111172,240,19,7,4,1
112516,338,24,9,4,1
110948,605,90,26,4,1
112740,59,24,9,4,1
111620,501,63,7,4,1
113412,336,79,11,4,1
152837,338,24,9,4,1
151269,338,24,9,4,1
150373,338,24,9,4,1
150149,336,79,11,4,1
148805,126,50,18,5,1
148357,126,50,18,5,1
148133,338,24,9,4,1
147685,338,24,9,4,1
147237,126,50,18,5,1
145893,336,79,11,4,1
145669,333,100,8,5,1
144773,406,63,7,4,1
144549,58,24,9,4,1
143653,406,63,7,4,1
142533,467,90,26,4,1
141637,240,19,7,4,1
141189,404,78,11,4,1
140741,240,19,7,4,1
140293,467,90,26,4,1
140069,336,79,11,4,1
139621,336,79,11,4,1
139397,126,50,18,5,1
138949,404,78,11,4,1
138501,324,100,8,5,1
138277,605,90,26,4,1
138053,338,24,9,4,1
137157,58,24,9,4,1
136933,338,24,9,4,1
135813,605,90,26,4,1
135141,53,22,8,5,1
134245,240,19,7,4,1
134021,404,78,11,4,1
133797,324,100,8,5,1
133573,240,19,7,4,1
133125,338,24,9,4,1
132229,338,24,9,4,1
131781,338,24,9,4,1
131557,614,26,10,5,1
131333,336,79,11,4,1
130885,336,79,11,4,1
130437,57,24,9,4,1
129541,333,100,8,5,1
128421,338,24,9,4,1
128197,404,78,11,4,1
127301,53,22,8,5,1
127077,467,90,26,4,1
126629,336,79,11,4,1
126405,406,63,7,4,1
126181,467,90,26,4,1
125957,406,63,7,4,1
125733,57,24,9,4,1
125061,605,90,26,4,1
124389,58,24,9,4,1
124165,501,63,7,4,1
123493,126,50,18,5,1
123269,333,100,8,5,1
123045,336,79,11,4,1
122821,338,24,9,4,1
122149,474,63,7,4,1
121701,614,26,10,5,1
121477,270,113,11,4,1
121253,338,24,9,4,1
120133,270,113,11,4,1
119685,338,24,9,4,1
119237,240,19,7,4,1
118789,338,24,9,4,1
118565,467,90,26,4,1
118117,243,79,11,4,1
117893,270,113,11,4,1
116997,336,79,11,4,1
116773,474,63,7,4,1
116325,240,19,7,4,1
116101,324,100,8,5,1
115877,338,24,9,4,1
115653,605,90,26,4,1
115429,338,24,9,4,1
114981,324,100,8,5,1
114757,240,19,7,4,1
114533,338,24,9,4,1
112517,338,24,9,4,1
112293,404,78,11,4,1
111845,614,26,10,5,1
110277,53,22,8,5,1
110053,338,24,9,4,1
109157,58,24,9,4,1
108709,57,24,9,4,1
108485,338,24,9,4,1
108261,338,24,9,4,1
107813,336,79,11,4,1
107141,338,24,9,4,1
106917,57,24,9,4,1
106021,338,24,9,4,1
104677,336,79,11,4,1
104453,324,100,8,5,1
104229,243,79,11,4,1
102885,57,24,9,4,1
102661,270,113,11,4,1
101541,338,24,9,4,1
101317,467,90,26,4,1
100197,53,22,8,5,1
99973,53,22,8,5,1
99525,474,63,7,4,1
99301,336,79,11,4,1
99077,336,79,11,4,1
98853,324,100,8,5,1
98405,336,79,11,4,1
97733,406,63,7,4,1
97509,605,90,26,4,1
97285,404,78,11,4,1
97061,53,22,8,5,1
95493,336,79,11,4,1
